"stock #","on website & classifieds","category","status","year","manufacturer","model","brand","title","price","sales price","website only price","hidden price","msrp","vin#","condition","location country","location region","location city","location postal code","location_phone","description","length","width","height","weight (lbs)","gvwr (lbs)","axle capacity (lbs)","payload capacity (lbs)","overall length","min width","min height","axles","subttile","sleeping capacity","slideouts","pull type","construction","is tilt","ramps","living quarters","conversion company","side wall height","custom conversion company","roof type","nose type","color","is rental","weekly rate","daily rate","monthly rate","external link","shortwall length","stalls","manger","configuration","midtack","admin-unit cost","admin-shipping cost","admin-prep cost","admin-total cost","admin-min sell price","admin-notes","is on special","is featured","created at date","append images on import","number of images","images"
"TH26097","Yes","trailer.cargo_enclosed","Available","2023","H and H Trailer","H8414TFTV-070","","2023 H and H Trailer H8414TFTV-070 Enclosed Cargo Trailer","$10175.00","$0.00","$0.00","$0.00","$11112.53","5JWTC1428PN580028","New","US","CO","Parker","80134","3038414910","H&H TANDEM AXLE CARGO TRAILER<BR/> MADE IN THE U.S.A. <BR/> 2-5/16 COUPLER<BR/> TUBE STEEL MAIN FRAME AND TONGUE<BR/> WEATHER COATED TONGUE AND REAR BULKHEAD. <BR/> SAFETY CHAINS<BR/> 2000 LB RATED JACK<BR/> 30 INCH V-NOSE<BR/> 24 INCH ATP ROCK GUARD WITH TRIM<BR/> ALUMINUM TEARDROP FENDERS<BR/> FULL TUBULAR STEEL WALL UPRIGHTS 24 INCH CENTERS<BR/> FORMED CHANNEL STEEL CROSS-MEMBERS ON 16 INCH CENTERS ( 6 WIDE- 24 CENTERS). <BR/> GALVANIZED ROOF BOWS ON 24 INCH CENTERS<BR/> SMOOTH RIVET-LESS .024 ALUMINUM EXTERIOR WALLS<BR/> FLAT TOP ROOF DESIGN WITH A SLIGHT SLOPE FOR PROPER DRAINAGE. <BR/> DOT COMPLIANT<BR/> LED LIGHTING WITH SLIMLINE DIGITAL LED TAIL LIGHTS. <BR/> DIGITAL LED LIGHTS<BR/> WIRING ENCLOSED IN CONDUIT SMOOTH RIVETLESS ALUMINUM EXTERIOR WALLS<BR/> FULLY UNDERCOATED BODY<BR/> ALL H& H ENCLOSED TANDEM AXLE TRAILERS COME STANDARD WITH: <BR/> SPRING ASSISTED REAR RAMP DOOR OR DOUBLE SWING DOORS <BR/> INCH ENGINEERED WOOD FLOOR<BR/> 5.2MM WOOD INTERIOR WALLS WITH ALUMINUM H-CHANNEL TRANSITIONS<BR/> 12V INTERIOR WALL MOUNTED DOME LIGHT. <BR/> 32 INCH SIDE ESCAPE DOOR WITH RV LATCH<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","14.00 ft","7.00 ft","7.20 ft","2150.00","7000.00","","","","","","2","","","","2-5/16","","","","","","","","","","Silver","","","","","","","","","","","","","","","","","No","No","2023-01-14T00:02:10-06:00","0","7","http://dealer-cdn.com/yWOEQR/PTvJz6/116f04a121c0024a8e6d5fbd3cfbd0d1,http://dealer-cdn.com/yWOEQR/oxhqPA/25e3a69101c645e910c810413049ba06,http://dealer-cdn.com/yWOEQR/CmeqjA/c42d195830b772d9079e49c047d64c2a,http://dealer-cdn.com/yWOEQR/nZNaTI/7acd9a957082a1609c87cb549f784545,http://dealer-cdn.com/yWOEQR/JHPRuS/6ba7a3afea90b8871d29b120241e57a3,http://dealer-cdn.com/yWOEQR/nbXmL2/5af97d73c0ceb4c4e9513435d3b62dca,http://dealer-cdn.com/yWOEQR/DTf4vw/385a6d18332cbd737872d4b8a689a497"
"TU25997A","Yes","trailer.horse","Available","1980","Other","4W","","1980 Other 4W Horse Trailer","$2295.00","$0.00","$0.00","$0.00","$0.00","11395","Used","US","CO","Parker","80134","3038414910","1980 2 HORSE STRAIGHT LOAD<BR/> 2 INCH COUPLER<BR/> 7-WAY RV PLUG<BR/> BREAK- AWAY SYSTEM W/ BATTERY<BR/> ALUMINUM DIAMOND PLATE GRAVEL GUARD ON FRONT<BR/> 3500 LB AXLES<BR/> TRAILER HAS BEEN SERVICED. NEW JACK<BR/> NEW COUPLER<BR/> ALL LIGHTS WORKS<BR/> NEW 7 WAY PLUG<BR/>","10.00 ft","6.00 ft","6.60 ft","1800.00","7000.00","","","","","","2","","","","2","","","","","","","","","","Black","","","","","","","","","","","","","","","","","No","No","2023-01-14T00:02:10-06:00","0","8","http://dealer-cdn.com/yWOEQR/2FN2rg/80f0ebf0e8c91c574f738f0facfd3ff7,http://dealer-cdn.com/yWOEQR/7JJOj2/e7f15b4941b2e1380f8ceff822a97459,http://dealer-cdn.com/yWOEQR/MEk7Xs/77e27f0b0aaa9f8d4bc90ee541fda186,http://dealer-cdn.com/yWOEQR/jCTfCy/a053f1d4ff29db6db5bf7304d80d91f9,http://dealer-cdn.com/yWOEQR/5pcxiC/6282a394a18f7956a46e580c16c744cc,http://dealer-cdn.com/yWOEQR/o7KquG/5d58007f8b0fa4e5e6b774ae2f05640f,http://dealer-cdn.com/yWOEQR/r0jL72/c707c20abf75fd1ec20b771c8cb6a2ff,http://dealer-cdn.com/yWOEQR/CmNFb6/52982674259f0cacc8ce7e43576ffe27"
"TT26105","Yes","trailer.flatbed","Available","2023","Teton Trailer","20 TILT DECK 16K","","2023 Teton Trailer 20 TILT DECK 16K Flatbed Trailer","$12895.00","$0.00","$0.00","$0.00","$14099.63","4T9B12022PF400046","New","US","CO","Parker","80134","3038414910","20 FT HEAVY DUTY TILT DECK TRAILER 16K<BR/> MADE IN THE U.S.A.<BR/> NEED TO HAUL THE BIG STUFF? THE DELUXE WOOD FLOOR TILT EQUIPMENT TRAILER IS FULLY EQUIPPED WITH THE BEST FEATURES IN A PACKAGE DEAL. THE 16K TILT BED USES 3X5X3/16 INCH TUBING OVER CHANNEL BECAUSE IT S THE BETTER CHOICE WHEN IT COMES TO TENSION. HAND-CRAFTED TETON TOUGH TRAILERS ARE READY TO HAUL YOUR HEAVY LOAD 24 HOURS A DAY.<BR/> SPARE INCLUDED!<BR/> STANDARD FEATURES:<BR/> 2-5/16 INCH COUPLER 20K LBS RATING<BR/> CHAIN BOX WITH LOCKABLE LID<BR/> TONGUE-2 IN X 5 INCH INCH THICK TUBING<BR/> 12000 LB DROP FOOT JACK<BR/> COMPLETE BREAK-A-WAY KIT IN CHAINBOX OUT OF WEATHER<BR/> CUSHIONED RAM<BR/> (2) 8000 LBS EZ LUBE AXLES ELECTRIC BRAKES<BR/> TUBING FRAME AND RUB RAILS<BR/> 3 INCH CROSS-MEMBERS 16-INCH ON CENTER<BR/> DIAMOND-PLATED REINFORCED FENDERS<BR/> KNIFE-EDGED BEAVER TAIL<BR/> WIRING HARNESS WITH LED LIGHTS AND ELECTRICAL J BOXES<BR/> GRADE 8 HEAVY DUTY SAFETY CHAINS<BR/> SPARE TIRE MOUNT<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","20.00 ft","6.80 ft","","3460.00","16000.00","","","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","","","","No","No","2023-01-24T01:00:10-06:00","0","7","http://dealer-cdn.com/yWOEQR/kZLj6G/f6b059706432fcc02b1359bb74daa63f,http://dealer-cdn.com/yWOEQR/A4Bv1s/67a756672dd28652a95886054c1093d6,http://dealer-cdn.com/yWOEQR/LOejB2/4852a11a5c8178ea60a95f8057772909,http://dealer-cdn.com/yWOEQR/1OI3Xc/39288e10435b1cfa987735e839cdcbfa,http://dealer-cdn.com/yWOEQR/KCmcZk/12aebe7eccef3fe0ace7e6bdf326332e,http://dealer-cdn.com/yWOEQR/cKyxEG/9b820733695481c168922f0161676fdd,http://dealer-cdn.com/yWOEQR/4ZZGwS/5471a88d3a3744fba20226358f2ae958"
"TT26106","Yes","trailer.flatbed","Available","2023","Teton Trailer","20 TILT DECK 16K","","2023 Teton Trailer 20 TILT DECK 16K Flatbed Trailer","$12637.00","$0.00","$0.00","$0.00","$14099.63","4T9B12020PF400045","New","US","CO","Parker","80134","3038414910","22 FT HEAVY DUTY TILT DECK TRAILER 16K<BR/> MADE IN THE U.S.A.<BR/> NEED TO HAUL THE BIG STUFF? THE DELUXE WOOD FLOOR TILT EQUIPMENT TRAILER IS FULLY EQUIPPED WITH THE BEST FEATURES IN A PACKAGE DEAL. THE 16K TILT BED USES 3X5X3/16 INCH TUBING OVER CHANNEL BECAUSE IT S THE BETTER CHOICE WHEN IT COMES TO TENSION. HAND-CRAFTED TETON TOUGH TRAILERS ARE READY TO HAUL YOUR HEAVY LOAD 24 HOURS A DAY.<BR/> UPGRADED TIRES AND WHEELS 215/75/17.5 16 PLY<BR/> SPARE INCLUDED!<BR/> STANDARD FEATURES:<BR/> 2-5/16 INCH COUPLER 20K LBS RATING<BR/> CHAIN BOX WITH LOCKABLE LID<BR/> TONGUE-2 IN X 5 INCH INCH THICK TUBING<BR/> 12000 LB DROP FOOT JACK<BR/> COMPLETE BREAK-A-WAY KIT IN CHAINBOX OUT OF WEATHER<BR/> CUSHIONED RAM<BR/> (2) 8000 LBS EZ LUBE AXLES ELECTRIC BRAKES<BR/> TUBING FRAME AND RUB RAILS<BR/> 3 INCH CROSS-MEMBERS 16-INCH ON CENTER<BR/> DIAMOND-PLATED REINFORCED FENDERS<BR/> KNIFE-EDGED BEAVER TAIL<BR/> WIRING HARNESS WITH LED LIGHTS AND ELECTRICAL J BOXES<BR/> GRADE 8 HEAVY DUTY SAFETY CHAINS<BR/> SPARE TIRE MOUNT<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","20.00 ft","6.80 ft","","3460.00","16000.00","","12540","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","No","No","2023-01-24T01:00:10-06:00","0","6","http://dealer-cdn.com/yWOEQR/4cY3o8/1c3d23311f9c8d3cc641cb4d95b3aead,http://dealer-cdn.com/yWOEQR/C172RM/ccf27499ba180ccbae64e5175498b637,http://dealer-cdn.com/yWOEQR/BNnavQ/2e7353b720ccb0c988602758ab24d568,http://dealer-cdn.com/yWOEQR/3id5BQ/78af50820eada8d4cb1bc5b7eb9ed496,http://dealer-cdn.com/yWOEQR/pZk5po/38aefc9183f11aa05de9573440a91dad,http://dealer-cdn.com/yWOEQR/AYYzwm/338a6c7d0522312c792197f298d496a6"
"TT26107","Yes","trailer.flatbed","Available","2023","Teton Trailer","22 TILT DECK 16K","","2023 Teton Trailer 22 TILT DECK 16K Flatbed Trailer","$12925.00","$0.00","$0.00","$0.00","$14212.08","4T9B12225PF400040","New","US","CO","Parker","80134","3038414910","22 FT HEAVY DUTY TILT DECK TRAILER 16K<BR/> MADE IN THE U.S.A.<BR/> NEED TO HAUL THE BIG STUFF? THE DELUXE WOOD FLOOR TILT EQUIPMENT TRAILER IS FULLY EQUIPPED WITH THE BEST FEATURES IN A PACKAGE DEAL. THE 16K TILT BED USES 3X5X3/16 INCH TUBING OVER CHANNEL BECAUSE IT S THE BETTER CHOICE WHEN IT COMES TO TENSION. HAND-CRAFTED TETON TOUGH TRAILERS ARE READY TO HAUL YOUR HEAVY LOAD 24 HOURS A DAY.<BR/> UPGRADED TIRES AND WHEELS 215/75/17.5 16 PLY<BR/> SPARE INCLUDED!<BR/> STANDARD FEATURES:<BR/> 2-5/16 INCH COUPLER 20K LBS RATING<BR/> CHAIN BOX WITH LOCKABLE LID<BR/> TONGUE-2 IN X 5 INCH INCH THICK TUBING<BR/> 12000 LB DROP FOOT JACK<BR/> COMPLETE BREAK-A-WAY KIT IN CHAINBOX OUT OF WEATHER<BR/> CUSHIONED RAM<BR/> (2) 8000 LBS EZ LUBE AXLES ELECTRIC BRAKES<BR/> TUBING FRAME AND RUB RAILS<BR/> 3 INCH CROSS-MEMBERS 16-INCH ON CENTER<BR/> DIAMOND-PLATED REINFORCED FENDERS<BR/> KNIFE-EDGED BEAVER TAIL<BR/> WIRING HARNESS WITH LED LIGHTS AND ELECTRICAL J BOXES<BR/> GRADE 8 HEAVY DUTY SAFETY CHAINS<BR/> SPARE TIRE MOUNT<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","22.00 ft","6.80 ft","","3660.00","16000.00","","12340","","","","2","","","","2-5/16","","","","","","","","","","Black","","","","","","","","","","","","","","0","","","No","No","2023-01-24T01:00:10-06:00","0","7","http://dealer-cdn.com/yWOEQR/HMw7Um/467ba22b932178c4b449c385534cb51e,http://dealer-cdn.com/yWOEQR/o6lee8/40e4660abfa7622a4c9dc89834a5d047,http://dealer-cdn.com/yWOEQR/vQMeVE/99e667a2334b551f4471bb14bcaf30ef,http://dealer-cdn.com/yWOEQR/4A1NEe/09ca20b24aea57108136d710b83e6555,http://dealer-cdn.com/yWOEQR/mqzZ0S/1ef1f28af86ef837d89685a1598072cc,http://dealer-cdn.com/yWOEQR/IdHPOa/4325c4ece7b9bf9a757b34934aefb774,http://dealer-cdn.com/yWOEQR/wXEZw8/e8c04d80081803f95aad4b89722ffe1e"
"TT26108","Yes","trailer.flatbed","Available","2023","Teton Trailer","20 TILT DECK 14K","","2023 Teton Trailer 20 TILT DECK 14K Flatbed Trailer","$9950.00","$0.00","$0.00","$0.00","$10878.11","4T9B12025PF400073","New","US","CO","Parker","80134","3038414910","20 FT HEAVY DUTY TILT DECK TRAILER 14K \nMADE IN THE U.S.A. \nNEED TO HAUL THE BIG STUFF? THE DELUXE WOOD FLOOR TILT EQUIPMENT TRAILER IS FULLY EQUIPPED WITH THE BEST FEATURES IN A PACKAGE DEAL. THE 14K TILT BED USES 3X5X3/16 INCH TUBING OVER CHANNEL BECAUSE IT'S THE BETTER CHOICE WHEN IT COMES TO TENSION. HAND-CRAFTED TETON TOUGH TRAILERS ARE READY TO HAUL YOUR HEAVY LOAD 24 HOURS A DAY. \nSPARE INCLUDED! \nSTANDARD FEATURES: \n2-5/16 INCH COUPLER 20K LBS RATING \nCHAIN BOX WITH LOCKABLE LID \nTONGUE-2 IN X 5 INCH 3/16 INCH THICK TUBING \n12000 LB DROP FOOT JACK \nCOMPLETE BREAK-A-WAY KIT IN CHAINBOX OUT OF WEATHER \nCUSHIONED RAM \n(2) 7000 LBS EZ LUBE AXLES \nELECTRIC BRAKES \nTUBING FRAME AND RUB RAILS \n3 INCH CROSS-MEMBERS 16-INCH ON CENTER \nDIAMOND-PLATED REINFORCED FENDERS \nKNIFE-EDGED BEAVER TAIL \nWIRING HARNESS WITH LED LIGHTS AND ELECTRICAL J BOXES \nHEAVY DUTY SAFETY CHAINS \nSPARE TIRE MOUNT \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20.00 ft","6.80 ft","","3040.00","14000.00","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-01-24T01:00:11-06:00","0","7","http://dealer-cdn.com/yWOEQR/NXZOpk/3a70d402fb8caee6f083752801025130,http://dealer-cdn.com/yWOEQR/kRtkw4/3899fba8ca21db9b3334d8dd77aacb87,http://dealer-cdn.com/yWOEQR/iMX4PA/dbb2f7c8572ccb322bef921c4164117e,http://dealer-cdn.com/yWOEQR/OwQedU/ca279e4d2ab0ab83afea00fb861138ca,http://dealer-cdn.com/yWOEQR/N3Tv2u/23042c6eaf9f32cdda9f57375880d032,http://dealer-cdn.com/yWOEQR/FdUwlM/c18940d55ada83925b13d6a107f7c364,http://dealer-cdn.com/yWOEQR/WCY49I/2d63c0d099405cd8d36356bb93e9e8ba"
"TT26109","Yes","trailer.flatbed","Available","2023","Teton Trailer","20 TILT DECK 14K","","2023 Teton Trailer 20 TILT DECK 14K Flatbed Trailer","$9950.00","$0.00","$0.00","$0.00","$10878.11","4T9B12021PF400071","New","US","CO","Parker","80134","3038414910","20 FT HEAVY DUTY TILT DECK TRAILER 14K \nMADE IN THE U.S.A. \nNEED TO HAUL THE BIG STUFF? THE DELUXE WOOD FLOOR TILT EQUIPMENT TRAILER IS FULLY EQUIPPED WITH THE BEST FEATURES IN A PACKAGE DEAL. THE 14K TILT BED USES 3X5X3/16 INCH TUBING OVER CHANNEL BECAUSE IT'S THE BETTER CHOICE WHEN IT COMES TO TENSION. HAND-CRAFTED TETON TOUGH TRAILERS ARE READY TO HAUL YOUR HEAVY LOAD 24 HOURS A DAY. \nSPARE INCLUDED! \nSTANDARD FEATURES: \n2-5/16 INCH COUPLER 20K LBS RATING \nCHAIN BOX WITH LOCKABLE LID \nTONGUE-2 IN X 5 INCH 3/16 INCH THICK TUBING \n12000 LB DROP FOOT JACK \nCOMPLETE BREAK-A-WAY KIT IN CHAINBOX OUT OF WEATHER \nCUSHIONED RAM \n(2) 7000 LBS EZ LUBE AXLES \nELECTRIC BRAKES \nTUBING FRAME AND RUB RAILS \n3 INCH CROSS-MEMBERS 16-INCH ON CENTER \nDIAMOND-PLATED REINFORCED FENDERS \nKNIFE-EDGED BEAVER TAIL \nWIRING HARNESS WITH LED LIGHTS AND ELECTRICAL J BOXES \nHEAVY DUTY SAFETY CHAINS \nSPARE TIRE MOUNT \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20.00 ft","6.80 ft","","3040.00","14000.00","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-01-24T01:00:11-06:00","0","7","http://dealer-cdn.com/yWOEQR/n3lVrM/dc61846c93b8c975e2c9d4961a4659a7,http://dealer-cdn.com/yWOEQR/0jz14S/9d9361fd4f4f1516a94544b75584a35f,http://dealer-cdn.com/yWOEQR/V4vwUy/b1b085f8fc669253d1a5747ab83ed998,http://dealer-cdn.com/yWOEQR/L7YOae/28e577f4c301a2ccb6d9798df2086631,http://dealer-cdn.com/yWOEQR/02WBmK/53e579f7f905c2d19b9185b34ec5c10a,http://dealer-cdn.com/yWOEQR/e4qWem/3f04a83c985dbd9b5470af5402143e20,http://dealer-cdn.com/yWOEQR/gNykzo/023fb1dd535260b362543e5808d2c515"
"TT26110","Yes","trailer.flatbed","Available","2023","Teton Trailer","20 TILT DECK 14K","","2023 Teton Trailer 20 TILT DECK 14K Flatbed Trailer","$9950.00","$0.00","$0.00","$0.00","$10878.11","4T9B12022PF400077","New","US","CO","Parker","80134","3038414910","20 FT HEAVY DUTY TILT DECK TRAILER 14K \nMADE IN THE U.S.A. \nNEED TO HAUL THE BIG STUFF? THE DELUXE WOOD FLOOR TILT EQUIPMENT TRAILER IS FULLY EQUIPPED WITH THE BEST FEATURES IN A PACKAGE DEAL. THE 14K TILT BED USES 3X5X3/16 INCH TUBING OVER CHANNEL BECAUSE IT'S THE BETTER CHOICE WHEN IT COMES TO TENSION. HAND-CRAFTED TETON TOUGH TRAILERS ARE READY TO HAUL YOUR HEAVY LOAD 24 HOURS A DAY. \nSPARE INCLUDED! \nSTANDARD FEATURES: \n2-5/16 INCH COUPLER 20K LBS RATING \nCHAIN BOX WITH LOCKABLE LID \nTONGUE-2 IN X 5 INCH 3/16 INCH THICK TUBING \n12000 LB DROP FOOT JACK \nCOMPLETE BREAK-A-WAY KIT IN CHAINBOX OUT OF WEATHER \nCUSHIONED RAM \n(2) 7000 LBS EZ LUBE AXLES \nELECTRIC BRAKES \nTUBING FRAME AND RUB RAILS \n3 INCH CROSS-MEMBERS 16-INCH ON CENTER \nDIAMOND-PLATED REINFORCED FENDERS \nKNIFE-EDGED BEAVER TAIL \nWIRING HARNESS WITH LED LIGHTS AND ELECTRICAL J BOXES \nHEAVY DUTY SAFETY CHAINS \nSPARE TIRE MOUNT \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","20.00 ft","6.80 ft","","3040.00","14000.00","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-01-24T01:00:11-06:00","0","7","http://dealer-cdn.com/yWOEQR/6ul5yS/2e8167bd3e999c48df3f8334294bd936,http://dealer-cdn.com/yWOEQR/rO0RmK/6b2cdab1b8614bd3abbd7562958f9f65,http://dealer-cdn.com/yWOEQR/DJ9v7Y/45116d84bea1fb8e7a90c363f3be566e,http://dealer-cdn.com/yWOEQR/1OrFnk/49c8d835642ec0bd3187b74a805bad99,http://dealer-cdn.com/yWOEQR/QROHjc/4ce60581fb5db4b3f71fd19140790ea9,http://dealer-cdn.com/yWOEQR/5CjutM/32e29793e75e3a17b3743d9cc7ac688d,http://dealer-cdn.com/yWOEQR/jjyKYa/616a2a801b8c8b4c81da081e08a8ed34"
"TF26098","Yes","trailer.cargo_enclosed","Available","2023","CM","TXEHW712TA2","","2023 CM TXEHW712TA2 Enclosed Cargo Trailer","$8350.00","$0.00","$0.00","$0.00","$9129.29","5NHUEH222PY090373","New","US","CO","Parker","80134","3038414910","7X14 CARGO<BR/> STANDARD FEATURES:<BR/> WELDED SAFETY CHAINS<BR/> 18 INCH WEDGE-FRONT NOSE<BR/> 024 ALUMINUM EXTERIOR<BR/> 24 ATP STONE GUARD<BR/> (2) - FLOW THRU SIDEWALL VENTS<BR/> ALUMINUM TOP RAILS<BR/> ALUMINUM EXTERIOR FENDERS<BR/> RADIAL TIRES<BR/> SILVER POWDER COATED WHEELS<BR/> LEAF-SPRING AXLES<BR/> GALVANIZED ROOF<BR/> FULL-COLOR DECALS<BR/> CURBSIDE DOOR<BR/> SEMI-STYLE CAM-LOCK DOOR LATCH<BR/> EXPOSED STEEL PAINTED EPOXY BLACK<BR/> Z-TECH UNDERCOATED FRAME<BR/> ATP ALUMINUM WRAP ON REAR<BR/> RAMP REAR DOOR<BR/> (1) 12V DOME LIGHT<BR/> DOT LIGHTING<BR/> CLEAR LENS LED CLEARANCE LIGHTS<BR/> CLEAR LENS LED STRIP TAIL LIGHTS<BR/> LICENSE PLATE HOLDER WITH BUILT-IN LIGHT<BR/> CASH CHECK OR FINANCED PRICE<BR/> FINANCING AVAILABLE FOR THOSE WHO QUALIFY<BR/> NOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS<BR/>","12.00 ft","6.80 ft","6.80 ft","1728.00","7000.00","","","","","","2","","","","2-5/16","","","","","","","","","","White","","","","","","","","","","","","","","","","","No","No","2023-01-25T01:00:15-06:00","0","6","http://dealer-cdn.com/yWOEQR/AChsvo/061d2b5e8a664eb9c6f8ba38c3719b78,http://dealer-cdn.com/yWOEQR/QADYMi/4fc1aa39c0fbf87627b8f8801073670f,http://dealer-cdn.com/yWOEQR/v937ZI/f1ac94c3539db0805d2eb7055bf1f11b,http://dealer-cdn.com/yWOEQR/E5886S/dcb85b13adbc6b90a0249d496fedd628,http://dealer-cdn.com/yWOEQR/0M8i92/2b330255061e5e04d5428d33ded97480,http://dealer-cdn.com/yWOEQR/Loz1UW/be564f9b04975156496f9681609fd32b"
"TF26100","Yes","trailer.cargo_enclosed","Available","2023","Cargo Mate","TXEHW712SA","","2023 Cargo Mate TXEHW712SA Cargo / Enclosed Trailer","$7550.00","$0.00","$0.00","$0.00","$8254.13","5NHUEH213PY089868","New","US","CO","Parker","80134","3038414910","CARGO MATE V-SERIES \nSINGLE AXLE \nMADE IN THE U.S.A. \nWHETHER YOU ARE WORKING OR PLAYING OUT OF THIS TRAILER CHANCES ARE THIS TRAILER WILL SUIT YOUR NEEDS. IT FEATURES AN 18 INCH FRONT WEDGE FOR EXTRA STORAGE SPACE AND EASIER TOWING. ASK US ABOUT WHAT WE CAN DO TO CUSTOMIZE THIS TRAILER TO FIT ALL YOUR NEEDS.&lt;BR/&gt;THIS TRAILER COMES WITH E-TRACK INSTALLED \nSTANDARD FEATURES: \n2 INCH COUPLER \nWELDED SAFETY CHAINS \n24 ATP STONE GUARD \n18 WEDGE-FRONT NOSE \n(2) - FLOW THRU SIDEWALL VENTS \nGALVANIZED ROOF \n.024 ALUMINUM EXTERIOR \nALUMINUM TOP RAILS \nALUMINUM EXTERIOR FENDERS \nRADIAL TIRES \nSILVER POWDER COATED WHEELS \nLEAF-SPRING AXLE \nEXPOSED STEEL PAINTED EPOXY BLACK \nZ-TECH UNDERCOATED FRAME \nFULL-COLOR DECALS \nDOT LIGHTING \nCLEAR LENS LED CLEARANCE LIGHTS \nCLEAR LENS LED STRIP TAIL LIGHTS \nATP ALUMINUM WRAP ON REAR \nLICENSE PLATE HOLDER WITH BUILT-IN LIGHT \nRAMP DOOR \n(1) PAIR OF STABILIZER JACKS \n(1) 12V DOME LIGHT \nCURBSIDE DOOR \nSEMI-STYLE CAM-LOCK DOOR LATCH \nCASH CHECK OR FINANCED PRICE \nFINANCING AVAILABLE FOR THOSE WHO QUALIFY \nNOT RESPONSIBLE FOR TYPOGRAPHICAL ERRORS","12.00 ft","7.00 ft","6.70 ft","1420.00","3500.00","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","2023-01-25T01:00:16-06:00","0","7","http://dealer-cdn.com/yWOEQR/ZhCPB2/61152fe013fa0190da7366849a7c9dd9,http://dealer-cdn.com/yWOEQR/XkqU1g/9cce037c8f3d1f5d650279e7f039ef58,http://dealer-cdn.com/yWOEQR/Hy7ZXE/2f63d90659ba2e774dac6e5c3637381d,http://dealer-cdn.com/yWOEQR/lCwlkG/4fc16d9cd58b2527b6ecbd2ea9e49843,http://dealer-cdn.com/yWOEQR/nP3QcC/c488ab01bb46f9fc403347c01090a9ef,http://dealer-cdn.com/yWOEQR/K2hrSS/d11fc04613ea8d300d54681bd508ef4d,http://dealer-cdn.com/yWOEQR/DIairQ/749ecc5eb68a052fb9176fca04ad8c7f"
